F:\Data\IMG\center_2019_08_01_16_59_50_897.jpg, F:\Data\IMG\left_2019_08_01_16_59_50_897.jpg, F:\Data\IMG\right_2019_08_01_16_59_50_897.jpg, 0, 1, 0, 6.593037
F:\Data\IMG\center_2019_08_01_16_59_50_999.jpg, F:\Data\IMG\left_2019_08_01_16_59_50_999.jpg, F:\Data\IMG\right_2019_08_01_16_59_50_999.jpg, -0.0134274, 1, 0, 7.733617
F:\Data\IMG\center_2019_08_01_16_59_51_101.jpg, F:\Data\IMG\left_2019_08_01_16_59_51_101.jpg, F:\Data\IMG\right_2019_08_01_16_59_51_101.jpg, -0.3069891, 1, 0, 8.836811
F:\Data\IMG\center_2019_08_01_16_59_51_203.jpg, F:\Data\IMG\left_2019_08_01_16_59_51_203.jpg, F:\Data\IMG\right_2019_08_01_16_59_51_203.jpg, -0.02922962, 1, 0, 9.95533
F:\Data\IMG\center_2019_08_01_16_59_51_303.jpg, F:\Data\IMG\left_2019_08_01_16_59_51_303.jpg, F:\Data\IMG\right_2019_08_01_16_59_51_303.jpg, 0, 1, 0, 11.0598
F:\Data\IMG\center_2019_08_01_16_59_51_404.jpg, F:\Data\IMG\left_2019_08_01_16_59_51_404.jpg, F:\Data\IMG\right_2019_08_01_16_59_51_404.jpg, 0, 1, 0, 11.90763
F:\Data\IMG\center_2019_08_01_16_59_51_506.jpg, F:\Data\IMG\left_2019_08_01_16_59_51_506.jpg, F:\Data\IMG\right_2019_08_01_16_59_51_506.jpg, 0, 1, 0, 13.12231
F:\Data\IMG\center_2019_08_01_16_59_51_609.jpg, F:\Data\IMG\left_2019_08_01_16_59_51_609.jpg, F:\Data\IMG\right_2019_08_01_16_59_51_609.jpg, -0.2733249, 1, 0, 14.07626
F:\Data\IMG\center_2019_08_01_16_59_51_709.jpg, F:\Data\IMG\left_2019_08_01_16_59_51_709.jpg, F:\Data\IMG\right_2019_08_01_16_59_51_709.jpg, -0.04294167, 1, 0, 15.45853
F:\Data\IMG\center_2019_08_01_16_59_51_809.jpg, F:\Data\IMG\left_2019_08_01_16_59_51_809.jpg, F:\Data\IMG\right_2019_08_01_16_59_51_809.jpg, 0, 1, 0, 16.26596
F:\Data\IMG\center_2019_08_01_16_59_51_910.jpg, F:\Data\IMG\left_2019_08_01_16_59_51_910.jpg, F:\Data\IMG\right_2019_08_01_16_59_51_910.jpg, -0.2714607, 1, 0, 17.5076
F:\Data\IMG\center_2019_08_01_16_59_52_013.jpg, F:\Data\IMG\left_2019_08_01_16_59_52_013.jpg, F:\Data\IMG\right_2019_08_01_16_59_52_013.jpg, -0.03622525, 1, 0, 18.35457
F:\Data\IMG\center_2019_08_01_16_59_52_114.jpg, F:\Data\IMG\left_2019_08_01_16_59_52_114.jpg, F:\Data\IMG\right_2019_08_01_16_59_52_114.jpg, -0.2505585, 1, 0, 19.52013
F:\Data\IMG\center_2019_08_01_16_59_52_219.jpg, F:\Data\IMG\left_2019_08_01_16_59_52_219.jpg, F:\Data\IMG\right_2019_08_01_16_59_52_219.jpg, -0.4946357, 1, 0, 20.5511
F:\Data\IMG\center_2019_08_01_16_59_52_319.jpg, F:\Data\IMG\left_2019_08_01_16_59_52_319.jpg, F:\Data\IMG\right_2019_08_01_16_59_52_319.jpg, -0.1939946, 1, 0, 21.4954
F:\Data\IMG\center_2019_08_01_16_59_52_420.jpg, F:\Data\IMG\left_2019_08_01_16_59_52_420.jpg, F:\Data\IMG\right_2019_08_01_16_59_52_420.jpg, 0, 1, 0, 22.50915
F:\Data\IMG\center_2019_08_01_16_59_52_521.jpg, F:\Data\IMG\left_2019_08_01_16_59_52_521.jpg, F:\Data\IMG\right_2019_08_01_16_59_52_521.jpg, -0.1027299, 1, 0, 23.45817
F:\Data\IMG\center_2019_08_01_16_59_52_626.jpg, F:\Data\IMG\left_2019_08_01_16_59_52_626.jpg, F:\Data\IMG\right_2019_08_01_16_59_52_626.jpg, 0, 1, 0, 24.43482
F:\Data\IMG\center_2019_08_01_16_59_52_728.jpg, F:\Data\IMG\left_2019_08_01_16_59_52_728.jpg, F:\Data\IMG\right_2019_08_01_16_59_52_728.jpg, 0, 1, 0, 25.39141
F:\Data\IMG\center_2019_08_01_16_59_52_832.jpg, F:\Data\IMG\left_2019_08_01_16_59_52_832.jpg, F:\Data\IMG\right_2019_08_01_16_59_52_832.jpg, -0.0767178, 1, 0, 26.34354
F:\Data\IMG\center_2019_08_01_16_59_52_934.jpg, F:\Data\IMG\left_2019_08_01_16_59_52_934.jpg, F:\Data\IMG\right_2019_08_01_16_59_52_934.jpg, -0.3681312, 1, 0, 27.1791
F:\Data\IMG\center_2019_08_01_16_59_53_038.jpg, F:\Data\IMG\left_2019_08_01_16_59_53_038.jpg, F:\Data\IMG\right_2019_08_01_16_59_53_038.jpg, -0.1081434, 1, 0, 28.28671
F:\Data\IMG\center_2019_08_01_16_59_53_138.jpg, F:\Data\IMG\left_2019_08_01_16_59_53_138.jpg, F:\Data\IMG\right_2019_08_01_16_59_53_138.jpg, -0.0148986, 1, 0, 29.19959
F:\Data\IMG\center_2019_08_01_16_59_53_241.jpg, F:\Data\IMG\left_2019_08_01_16_59_53_241.jpg, F:\Data\IMG\right_2019_08_01_16_59_53_241.jpg, -0.3072339, 1, 0, 30.07322
F:\Data\IMG\center_2019_08_01_16_59_53_342.jpg, F:\Data\IMG\left_2019_08_01_16_59_53_342.jpg, F:\Data\IMG\right_2019_08_01_16_59_53_342.jpg, -0.03578158, 1, 0, 30.18979
F:\Data\IMG\center_2019_08_01_16_59_53_449.jpg, F:\Data\IMG\left_2019_08_01_16_59_53_449.jpg, F:\Data\IMG\right_2019_08_01_16_59_53_449.jpg, 0, 1, 0, 30.18963
F:\Data\IMG\center_2019_08_01_16_59_53_550.jpg, F:\Data\IMG\left_2019_08_01_16_59_53_550.jpg, F:\Data\IMG\right_2019_08_01_16_59_53_550.jpg, -0.2716269, 1, 0, 30.17792
F:\Data\IMG\center_2019_08_01_16_59_53_655.jpg, F:\Data\IMG\left_2019_08_01_16_59_53_655.jpg, F:\Data\IMG\right_2019_08_01_16_59_53_655.jpg, -0.4773044, 1, 0, 30.15991
F:\Data\IMG\center_2019_08_01_16_59_53_757.jpg, F:\Data\IMG\left_2019_08_01_16_59_53_757.jpg, F:\Data\IMG\right_2019_08_01_16_59_53_757.jpg, -0.3616487, 1, 0, 30.1826
F:\Data\IMG\center_2019_08_01_16_59_53_858.jpg, F:\Data\IMG\left_2019_08_01_16_59_53_858.jpg, F:\Data\IMG\right_2019_08_01_16_59_53_858.jpg, -0.663846, 1, 0, 30.13857
F:\Data\IMG\center_2019_08_01_16_59_53_962.jpg, F:\Data\IMG\left_2019_08_01_16_59_53_962.jpg, F:\Data\IMG\right_2019_08_01_16_59_53_962.jpg, -0.3499668, 1, 0, 30.19616
F:\Data\IMG\center_2019_08_01_16_59_54_065.jpg, F:\Data\IMG\left_2019_08_01_16_59_54_065.jpg, F:\Data\IMG\right_2019_08_01_16_59_54_065.jpg, -0.05765281, 1, 0, 30.19137
F:\Data\IMG\center_2019_08_01_16_59_54_167.jpg, F:\Data\IMG\left_2019_08_01_16_59_54_167.jpg, F:\Data\IMG\right_2019_08_01_16_59_54_167.jpg, 0, 1, 0, 30.19016
F:\Data\IMG\center_2019_08_01_16_59_54_267.jpg, F:\Data\IMG\left_2019_08_01_16_59_54_267.jpg, F:\Data\IMG\right_2019_08_01_16_59_54_267.jpg, 0.2684328, 1, 0, 30.16996
F:\Data\IMG\center_2019_08_01_16_59_54_369.jpg, F:\Data\IMG\left_2019_08_01_16_59_54_369.jpg, F:\Data\IMG\right_2019_08_01_16_59_54_369.jpg, 0.5437989, 1, 0, 30.13857
F:\Data\IMG\center_2019_08_01_16_59_54_472.jpg, F:\Data\IMG\left_2019_08_01_16_59_54_472.jpg, F:\Data\IMG\right_2019_08_01_16_59_54_472.jpg, 0.2522824, 1, 0, 30.19035
F:\Data\IMG\center_2019_08_01_16_59_54_573.jpg, F:\Data\IMG\left_2019_08_01_16_59_54_573.jpg, F:\Data\IMG\right_2019_08_01_16_59_54_573.jpg, 0, 1, 0, 30.18813
F:\Data\IMG\center_2019_08_01_16_59_54_675.jpg, F:\Data\IMG\left_2019_08_01_16_59_54_675.jpg, F:\Data\IMG\right_2019_08_01_16_59_54_675.jpg, -0.0267693, 1, 0, 30.18922
F:\Data\IMG\center_2019_08_01_16_59_54_776.jpg, F:\Data\IMG\left_2019_08_01_16_59_54_776.jpg, F:\Data\IMG\right_2019_08_01_16_59_54_776.jpg, -0.3861441, 1, 0, 30.15758
F:\Data\IMG\center_2019_08_01_16_59_54_878.jpg, F:\Data\IMG\left_2019_08_01_16_59_54_878.jpg, F:\Data\IMG\right_2019_08_01_16_59_54_878.jpg, -0.08161413, 1, 0, 30.19049
F:\Data\IMG\center_2019_08_01_16_59_54_980.jpg, F:\Data\IMG\left_2019_08_01_16_59_54_980.jpg, F:\Data\IMG\right_2019_08_01_16_59_54_980.jpg, 0, 1, 0, 30.1897
F:\Data\IMG\center_2019_08_01_16_59_55_083.jpg, F:\Data\IMG\left_2019_08_01_16_59_55_083.jpg, F:\Data\IMG\right_2019_08_01_16_59_55_083.jpg, 0, 1, 0, 30.19012
F:\Data\IMG\center_2019_08_01_16_59_55_183.jpg, F:\Data\IMG\left_2019_08_01_16_59_55_183.jpg, F:\Data\IMG\right_2019_08_01_16_59_55_183.jpg, 0, 1, 0, 30.18995
F:\Data\IMG\center_2019_08_01_16_59_55_284.jpg, F:\Data\IMG\left_2019_08_01_16_59_55_284.jpg, F:\Data\IMG\right_2019_08_01_16_59_55_284.jpg, -0.0732174, 1, 0, 30.18909
F:\Data\IMG\center_2019_08_01_16_59_55_387.jpg, F:\Data\IMG\left_2019_08_01_16_59_55_387.jpg, F:\Data\IMG\right_2019_08_01_16_59_55_387.jpg, -0.3725442, 1, 0, 30.16235
F:\Data\IMG\center_2019_08_01_16_59_55_489.jpg, F:\Data\IMG\left_2019_08_01_16_59_55_489.jpg, F:\Data\IMG\right_2019_08_01_16_59_55_489.jpg, -0.1250373, 1, 0, 30.19151
F:\Data\IMG\center_2019_08_01_16_59_55_592.jpg, F:\Data\IMG\left_2019_08_01_16_59_55_592.jpg, F:\Data\IMG\right_2019_08_01_16_59_55_592.jpg, 0, 1, 0, 30.18975
F:\Data\IMG\center_2019_08_01_16_59_55_692.jpg, F:\Data\IMG\left_2019_08_01_16_59_55_692.jpg, F:\Data\IMG\right_2019_08_01_16_59_55_692.jpg, 0, 1, 0, 30.18978
F:\Data\IMG\center_2019_08_01_16_59_55_796.jpg, F:\Data\IMG\left_2019_08_01_16_59_55_796.jpg, F:\Data\IMG\right_2019_08_01_16_59_55_796.jpg, 0, 1, 0, 30.19022
F:\Data\IMG\center_2019_08_01_16_59_55_900.jpg, F:\Data\IMG\left_2019_08_01_16_59_55_900.jpg, F:\Data\IMG\right_2019_08_01_16_59_55_900.jpg, -0.3130101, 1, 0, 30.16984
F:\Data\IMG\center_2019_08_01_16_59_56_000.jpg, F:\Data\IMG\left_2019_08_01_16_59_56_000.jpg, F:\Data\IMG\right_2019_08_01_16_59_56_000.jpg, -0.5432237, 1, 0, 30.14527
F:\Data\IMG\center_2019_08_01_16_59_56_104.jpg, F:\Data\IMG\left_2019_08_01_16_59_56_104.jpg, F:\Data\IMG\right_2019_08_01_16_59_56_104.jpg, -0.2323098, 1, 0, 30.19405
F:\Data\IMG\center_2019_08_01_16_59_56_205.jpg, F:\Data\IMG\left_2019_08_01_16_59_56_205.jpg, F:\Data\IMG\right_2019_08_01_16_59_56_205.jpg, 0, 1, 0, 30.18592
F:\Data\IMG\center_2019_08_01_16_59_56_307.jpg, F:\Data\IMG\left_2019_08_01_16_59_56_307.jpg, F:\Data\IMG\right_2019_08_01_16_59_56_307.jpg, 0, 1, 0, 30.19015
F:\Data\IMG\center_2019_08_01_16_59_56_410.jpg, F:\Data\IMG\left_2019_08_01_16_59_56_410.jpg, F:\Data\IMG\right_2019_08_01_16_59_56_410.jpg, 0, 1, 0, 30.18972
F:\Data\IMG\center_2019_08_01_16_59_56_513.jpg, F:\Data\IMG\left_2019_08_01_16_59_56_513.jpg, F:\Data\IMG\right_2019_08_01_16_59_56_513.jpg, 0, 1, 0, 30.19067
F:\Data\IMG\center_2019_08_01_16_59_56_617.jpg, F:\Data\IMG\left_2019_08_01_16_59_56_617.jpg, F:\Data\IMG\right_2019_08_01_16_59_56_617.jpg, 0, 1, 0, 30.19029
F:\Data\IMG\center_2019_08_01_16_59_56_720.jpg, F:\Data\IMG\left_2019_08_01_16_59_56_720.jpg, F:\Data\IMG\right_2019_08_01_16_59_56_720.jpg, 0, 1, 0, 30.19047
F:\Data\IMG\center_2019_08_01_16_59_56_824.jpg, F:\Data\IMG\left_2019_08_01_16_59_56_824.jpg, F:\Data\IMG\right_2019_08_01_16_59_56_824.jpg, 0, 1, 0, 30.19035
F:\Data\IMG\center_2019_08_01_16_59_56_929.jpg, F:\Data\IMG\left_2019_08_01_16_59_56_929.jpg, F:\Data\IMG\right_2019_08_01_16_59_56_929.jpg, 0, 1, 0, 30.19028
F:\Data\IMG\center_2019_08_01_16_59_57_034.jpg, F:\Data\IMG\left_2019_08_01_16_59_57_034.jpg, F:\Data\IMG\right_2019_08_01_16_59_57_034.jpg, 0, 1, 0, 30.19029
F:\Data\IMG\center_2019_08_01_16_59_57_137.jpg, F:\Data\IMG\left_2019_08_01_16_59_57_137.jpg, F:\Data\IMG\right_2019_08_01_16_59_57_137.jpg, 0, 1, 0, 30.19028
F:\Data\IMG\center_2019_08_01_16_59_57_241.jpg, F:\Data\IMG\left_2019_08_01_16_59_57_241.jpg, F:\Data\IMG\right_2019_08_01_16_59_57_241.jpg, -0.2954583, 1, 0, 30.17055
F:\Data\IMG\center_2019_08_01_16_59_57_345.jpg, F:\Data\IMG\left_2019_08_01_16_59_57_345.jpg, F:\Data\IMG\right_2019_08_01_16_59_57_345.jpg, -0.01411471, 1, 0, 30.18998
F:\Data\IMG\center_2019_08_01_16_59_57_445.jpg, F:\Data\IMG\left_2019_08_01_16_59_57_445.jpg, F:\Data\IMG\right_2019_08_01_16_59_57_445.jpg, 0, 1, 0, 30.19011
F:\Data\IMG\center_2019_08_01_16_59_57_546.jpg, F:\Data\IMG\left_2019_08_01_16_59_57_546.jpg, F:\Data\IMG\right_2019_08_01_16_59_57_546.jpg, 0, 1, 0, 30.19026
F:\Data\IMG\center_2019_08_01_16_59_57_646.jpg, F:\Data\IMG\left_2019_08_01_16_59_57_646.jpg, F:\Data\IMG\right_2019_08_01_16_59_57_646.jpg, 0, 1, 0, 30.19069
F:\Data\IMG\center_2019_08_01_16_59_57_747.jpg, F:\Data\IMG\left_2019_08_01_16_59_57_747.jpg, F:\Data\IMG\right_2019_08_01_16_59_57_747.jpg, 0, 1, 0, 30.19031
F:\Data\IMG\center_2019_08_01_16_59_57_851.jpg, F:\Data\IMG\left_2019_08_01_16_59_57_851.jpg, F:\Data\IMG\right_2019_08_01_16_59_57_851.jpg, -0.0271659, 1, 0, 30.19015
F:\Data\IMG\center_2019_08_01_16_59_57_953.jpg, F:\Data\IMG\left_2019_08_01_16_59_57_953.jpg, F:\Data\IMG\right_2019_08_01_16_59_57_953.jpg, -0.3318081, 1, 0, 30.16945
F:\Data\IMG\center_2019_08_01_16_59_58_058.jpg, F:\Data\IMG\left_2019_08_01_16_59_58_058.jpg, F:\Data\IMG\right_2019_08_01_16_59_58_058.jpg, 0, 1, 0, 30.18917
F:\Data\IMG\center_2019_08_01_16_59_58_162.jpg, F:\Data\IMG\left_2019_08_01_16_59_58_162.jpg, F:\Data\IMG\right_2019_08_01_16_59_58_162.jpg, 0, 1, 0, 30.19009
F:\Data\IMG\center_2019_08_01_16_59_58_264.jpg, F:\Data\IMG\left_2019_08_01_16_59_58_264.jpg, F:\Data\IMG\right_2019_08_01_16_59_58_264.jpg, 0, 1, 0, 30.19028
F:\Data\IMG\center_2019_08_01_16_59_58_365.jpg, F:\Data\IMG\left_2019_08_01_16_59_58_365.jpg, F:\Data\IMG\right_2019_08_01_16_59_58_365.jpg, 0, 1, 0, 30.19027
F:\Data\IMG\center_2019_08_01_16_59_58_467.jpg, F:\Data\IMG\left_2019_08_01_16_59_58_467.jpg, F:\Data\IMG\right_2019_08_01_16_59_58_467.jpg, -0.2734146, 1, 0, 30.17488
F:\Data\IMG\center_2019_08_01_16_59_58_568.jpg, F:\Data\IMG\left_2019_08_01_16_59_58_568.jpg, F:\Data\IMG\right_2019_08_01_16_59_58_568.jpg, -0.03095164, 1, 0, 30.19056
F:\Data\IMG\center_2019_08_01_16_59_58_673.jpg, F:\Data\IMG\left_2019_08_01_16_59_58_673.jpg, F:\Data\IMG\right_2019_08_01_16_59_58_673.jpg, 0, 1, 0, 30.19011
F:\Data\IMG\center_2019_08_01_16_59_58_773.jpg, F:\Data\IMG\left_2019_08_01_16_59_58_773.jpg, F:\Data\IMG\right_2019_08_01_16_59_58_773.jpg, 0, 1, 0, 30.19028
F:\Data\IMG\center_2019_08_01_16_59_58_879.jpg, F:\Data\IMG\left_2019_08_01_16_59_58_879.jpg, F:\Data\IMG\right_2019_08_01_16_59_58_879.jpg, 0, 1, 0, 30.19032
F:\Data\IMG\center_2019_08_01_16_59_58_983.jpg, F:\Data\IMG\left_2019_08_01_16_59_58_983.jpg, F:\Data\IMG\right_2019_08_01_16_59_58_983.jpg, 0, 1, 0, 30.19029
F:\Data\IMG\center_2019_08_01_16_59_59_085.jpg, F:\Data\IMG\left_2019_08_01_16_59_59_085.jpg, F:\Data\IMG\right_2019_08_01_16_59_59_085.jpg, -0.2773278, 1, 0, 30.17488
F:\Data\IMG\center_2019_08_01_16_59_59_186.jpg, F:\Data\IMG\left_2019_08_01_16_59_59_186.jpg, F:\Data\IMG\right_2019_08_01_16_59_59_186.jpg, -0.02921848, 1, 0, 30.19048
F:\Data\IMG\center_2019_08_01_16_59_59_289.jpg, F:\Data\IMG\left_2019_08_01_16_59_59_289.jpg, F:\Data\IMG\right_2019_08_01_16_59_59_289.jpg, 0, 1, 0, 30.18994
F:\Data\IMG\center_2019_08_01_16_59_59_393.jpg, F:\Data\IMG\left_2019_08_01_16_59_59_393.jpg, F:\Data\IMG\right_2019_08_01_16_59_59_393.jpg, 0, 1, 0, 30.18915
F:\Data\IMG\center_2019_08_01_16_59_59_494.jpg, F:\Data\IMG\left_2019_08_01_16_59_59_494.jpg, F:\Data\IMG\right_2019_08_01_16_59_59_494.jpg, 0, 1, 0, 30.19033
F:\Data\IMG\center_2019_08_01_16_59_59_595.jpg, F:\Data\IMG\left_2019_08_01_16_59_59_595.jpg, F:\Data\IMG\right_2019_08_01_16_59_59_595.jpg, 0, 1, 0, 30.1901
F:\Data\IMG\center_2019_08_01_16_59_59_699.jpg, F:\Data\IMG\left_2019_08_01_16_59_59_699.jpg, F:\Data\IMG\right_2019_08_01_16_59_59_699.jpg, -0.3114051, 1, 0, 30.16985
F:\Data\IMG\center_2019_08_01_16_59_59_804.jpg, F:\Data\IMG\left_2019_08_01_16_59_59_804.jpg, F:\Data\IMG\right_2019_08_01_16_59_59_804.jpg, -0.01678348, 1, 0, 30.19008
F:\Data\IMG\center_2019_08_01_16_59_59_908.jpg, F:\Data\IMG\left_2019_08_01_16_59_59_908.jpg, F:\Data\IMG\right_2019_08_01_16_59_59_908.jpg, 0, 1, 0, 30.18998
F:\Data\IMG\center_2019_08_01_17_00_00_010.jpg, F:\Data\IMG\left_2019_08_01_17_00_00_010.jpg, F:\Data\IMG\right_2019_08_01_17_00_00_010.jpg, 0, 1, 0, 30.19018
F:\Data\IMG\center_2019_08_01_17_00_00_114.jpg, F:\Data\IMG\left_2019_08_01_17_00_00_114.jpg, F:\Data\IMG\right_2019_08_01_17_00_00_114.jpg, 0, 1, 0, 30.19028
F:\Data\IMG\center_2019_08_01_17_00_00_220.jpg, F:\Data\IMG\left_2019_08_01_17_00_00_220.jpg, F:\Data\IMG\right_2019_08_01_17_00_00_220.jpg, -0.0724704, 1, 0, 30.18896
F:\Data\IMG\center_2019_08_01_17_00_00_319.jpg, F:\Data\IMG\left_2019_08_01_17_00_00_319.jpg, F:\Data\IMG\right_2019_08_01_17_00_00_319.jpg, -0.2626686, 1, 0, 30.17622
F:\Data\IMG\center_2019_08_01_17_00_00_421.jpg, F:\Data\IMG\left_2019_08_01_17_00_00_421.jpg, F:\Data\IMG\right_2019_08_01_17_00_00_421.jpg, 0, 1, 0, 30.18976
F:\Data\IMG\center_2019_08_01_17_00_00_521.jpg, F:\Data\IMG\left_2019_08_01_17_00_00_521.jpg, F:\Data\IMG\right_2019_08_01_17_00_00_521.jpg, 0, 1, 0, 30.19018
F:\Data\IMG\center_2019_08_01_17_00_00_624.jpg, F:\Data\IMG\left_2019_08_01_17_00_00_624.jpg, F:\Data\IMG\right_2019_08_01_17_00_00_624.jpg, 0, 1, 0, 30.18859
F:\Data\IMG\center_2019_08_01_17_00_00_725.jpg, F:\Data\IMG\left_2019_08_01_17_00_00_725.jpg, F:\Data\IMG\right_2019_08_01_17_00_00_725.jpg, 0, 1, 0, 30.19056
F:\Data\IMG\center_2019_08_01_17_00_00_828.jpg, F:\Data\IMG\left_2019_08_01_17_00_00_828.jpg, F:\Data\IMG\right_2019_08_01_17_00_00_828.jpg, 0, 1, 0, 30.19041
F:\Data\IMG\center_2019_08_01_17_00_00_931.jpg, F:\Data\IMG\left_2019_08_01_17_00_00_931.jpg, F:\Data\IMG\right_2019_08_01_17_00_00_931.jpg, -0.0174639, 1, 0, 30.19021
F:\Data\IMG\center_2019_08_01_17_00_01_033.jpg, F:\Data\IMG\left_2019_08_01_17_00_01_033.jpg, F:\Data\IMG\right_2019_08_01_17_00_01_033.jpg, -0.257679, 1, 0, 30.17735
F:\Data\IMG\center_2019_08_01_17_00_01_134.jpg, F:\Data\IMG\left_2019_08_01_17_00_01_134.jpg, F:\Data\IMG\right_2019_08_01_17_00_01_134.jpg, 0, 1, 0, 30.18975
F:\Data\IMG\center_2019_08_01_17_00_01_235.jpg, F:\Data\IMG\left_2019_08_01_17_00_01_235.jpg, F:\Data\IMG\right_2019_08_01_17_00_01_235.jpg, 0, 1, 0, 30.19009
F:\Data\IMG\center_2019_08_01_17_00_01_337.jpg, F:\Data\IMG\left_2019_08_01_17_00_01_337.jpg, F:\Data\IMG\right_2019_08_01_17_00_01_337.jpg, 0, 1, 0, 30.19018
F:\Data\IMG\center_2019_08_01_17_00_01_441.jpg, F:\Data\IMG\left_2019_08_01_17_00_01_441.jpg, F:\Data\IMG\right_2019_08_01_17_00_01_441.jpg, 0, 1, 0, 30.19011
F:\Data\IMG\center_2019_08_01_17_00_01_542.jpg, F:\Data\IMG\left_2019_08_01_17_00_01_542.jpg, F:\Data\IMG\right_2019_08_01_17_00_01_542.jpg, 0, 1, 0, 30.19051
F:\Data\IMG\center_2019_08_01_17_00_01_646.jpg, F:\Data\IMG\left_2019_08_01_17_00_01_646.jpg, F:\Data\IMG\right_2019_08_01_17_00_01_646.jpg, -0.2827671, 1, 0, 30.17243
F:\Data\IMG\center_2019_08_01_17_00_01_748.jpg, F:\Data\IMG\left_2019_08_01_17_00_01_748.jpg, F:\Data\IMG\right_2019_08_01_17_00_01_748.jpg, -0.03608697, 1, 0, 30.19098
F:\Data\IMG\center_2019_08_01_17_00_01_850.jpg, F:\Data\IMG\left_2019_08_01_17_00_01_850.jpg, F:\Data\IMG\right_2019_08_01_17_00_01_850.jpg, 0, 1, 0, 30.19011
F:\Data\IMG\center_2019_08_01_17_00_01_955.jpg, F:\Data\IMG\left_2019_08_01_17_00_01_955.jpg, F:\Data\IMG\right_2019_08_01_17_00_01_955.jpg, 0, 1, 0, 30.19028
F:\Data\IMG\center_2019_08_01_17_00_02_060.jpg, F:\Data\IMG\left_2019_08_01_17_00_02_060.jpg, F:\Data\IMG\right_2019_08_01_17_00_02_060.jpg, 0, 1, 0, 30.19028
F:\Data\IMG\center_2019_08_01_17_00_02_161.jpg, F:\Data\IMG\left_2019_08_01_17_00_02_161.jpg, F:\Data\IMG\right_2019_08_01_17_00_02_161.jpg, 0, 1, 0, 30.19026
F:\Data\IMG\center_2019_08_01_17_00_02_263.jpg, F:\Data\IMG\left_2019_08_01_17_00_02_263.jpg, F:\Data\IMG\right_2019_08_01_17_00_02_263.jpg, 0, 1, 0, 30.19025
F:\Data\IMG\center_2019_08_01_17_00_02_366.jpg, F:\Data\IMG\left_2019_08_01_17_00_02_366.jpg, F:\Data\IMG\right_2019_08_01_17_00_02_366.jpg, -0.2791449, 1, 0, 30.17276
F:\Data\IMG\center_2019_08_01_17_00_02_466.jpg, F:\Data\IMG\left_2019_08_01_17_00_02_466.jpg, F:\Data\IMG\right_2019_08_01_17_00_02_466.jpg, -0.03366116, 1, 0, 30.19033
F:\Data\IMG\center_2019_08_01_17_00_02_567.jpg, F:\Data\IMG\left_2019_08_01_17_00_02_567.jpg, F:\Data\IMG\right_2019_08_01_17_00_02_567.jpg, 0, 1, 0, 30.18872
F:\Data\IMG\center_2019_08_01_17_00_02_671.jpg, F:\Data\IMG\left_2019_08_01_17_00_02_671.jpg, F:\Data\IMG\right_2019_08_01_17_00_02_671.jpg, 0, 1, 0, 30.19035
F:\Data\IMG\center_2019_08_01_17_00_02_771.jpg, F:\Data\IMG\left_2019_08_01_17_00_02_771.jpg, F:\Data\IMG\right_2019_08_01_17_00_02_771.jpg, 0, 1, 0, 30.18966
